name,date,year,director,prod,composer,cast_mem
Brahmi Gadi Katha,July,2011,G. Eshwar Reddy,,,"Brahmanandam, Poonam Kaur, Sanjay Reddy, Varun Sandesh, Asmita Sood, Ravi Wuyyuru"
Virodhi,July,2011,Neelakanta,"Meka Media, Goldmines Telefilms",Ravindra Prasad Patnaik,"Meka Srikanth, Kamalinee Mukherjee, Ajay, Aahuthi Prasad, Kamal Kamaraju, Nagineedu, Sivaji Raja, Ravi Varma, Srinivas C.C., Sri Ramya"
Mayagadu,July,2011,Dileep Polan,Sri Samba Siva Creations,Chakri,"Charmme Kaur, Venu Thottempudi, Mallikharjunarao, Mohammad Ali, Satya Krishnan, Delhi Rajeshwari, Chitram Seenu, Sayaji Shinde, Ravi Babu, A.V.S. Subramanyam"
Tirugubothu,July,2011,Kiran Govi,,Hari Kiran,"Bianca Desai, Bullet Prakash, Rangayana Raghu, Raj, Subbaraju, Raaj Suriyan"
Kireetam,July,2011,,,,
Gadde Sindhura's Killer,July,2011,Nagesh Naradasi,,,
Kandireega,August,2011,Santosh Srinivas,"Sri Saiganesh Productions, Goldmines Telefilms",S. Thaman,"Ram Pothineni, Hansika Motwani, Aksha Pardasany, Sonu Sood, Jayaprakash Reddy, M.S. Narayana, Brahmanandam, Ramaprabha, Swathi Reddy, Chandramohan"
Dhada,August,2011,Ajay Bhuyan,Kamakshi Studio,Devi Sri Prasad,"Naga Chaitanya Akkineni, Kajal Aggarwal, Srikanth, Kelly Dorji, Rahul Dev, Samiksha Oswal, Brahmanandam, Kuldeep Ruhil, Venu Madhav, Dharmavarapu Subramanyam"
Daggaraga Dooranga,August,2011,Ravi C. Kumar,Sudha Cinema,Raghu Kunche,"Sumanth, Vedhika, Sindhu Tolani, Pragathi, Brahmanandam, Aahuthi Prasad, Raghu Babu, Ajay, Krishna Bhagavan, Satyam Rajesh"
Money Money More Money,August,2011,J.D. Chakravarthi,"Chekravarthy Productions, First Choice Media House, Reliance Entertainment",Chakri,"Brahmanandam, J.D. Chakravarthi, Tara Alisha, Gajala, Brahmaji, Chalapathi Rao, Flora Saini, Subbaraju, Rajeev Kanakala, Venu Madhav"
Keratam,August,2011,Gautam Patnaik,,Joshua Sridhar,"Srinivasa Rao Bhimaneni, Pradeep Bogadi, Aishwarya Devan, Venu Madhav, Siddharth Rajkumar, Rakul Preet Singh, Spoorthi Vishwas"
Mugguru,August,2011,V.N. Aditya,Suresh Productions,Koti,"Navdeep, Srinivas Avasarala, Raahul, Reema Sen, Shraddha Das, Sowmya Bollapragada, Mohammad Ali, Mohan Babu, Brahmaji, Brahmanandam"
Mathru Devo Bhava,August,2011,M. Nagendra Kumar,Hari Productions,Kasyap Sunil,"Kovai Sarala, Archana Shastry, Suman Shetty, Shivajiraja, Suhasini"
Dookudu,September,2011,Sreenu Vaitla,"14 Reels Entertainment, Krishna Productions, HPR Entertainment",S. Thaman,"Mahesh Babu, Samantha Ruth Prabhu, Sonu Sood, Prakash Raj, Kota Srinivasa Rao, Sayaji Shinde, Brahmanandam, Nassar, Tanikella Bharani, Rajeev Kanakala"
Madatha Kaaja,September,2011,Seetaramaraju Dantuluri,"Goldmines Telefilms, Sri Ranjith Movies",Sri Vasanth,"Allari Naresh, Sneha Ullal, Chalapathi Rao, Vennela Kishore, Dharmavarapu Subramanyam, Jayaprakash Reddy, M.S. Narayana, Subbaraju, Aahuthi Prasad, Ashish Vidyarthi"
Mr. Rascal,September,2011,Udayakumar,,,"Tanikella Bharani, Brahmanandam, Payal Ghosh, Nadeesha Hemamali, Prakash Raj, Paruchuri Ravindranath"
Vankai Fry,September,2011,,,,
Oosaravelli,October,2011,Surender Reddy,"Sri Venkateswara Cine Chitra, Goldmines Telefilms",Devi Sri Prasad,"N.T. Rama Rao Jr., Tamannaah Bhatia, Prakash Raj, Vidyut Jammwal, Payal Ghosh, Shaam, Jayaprakash Reddy, Rahman, Sayaji Shinde, Murli Sharma"
Pilla Zamindar,October,2011,Ashok G.,Shri Shailendra Cinemas,V. Selva Ganesh,"Nani, Haripriya, Bindhu Madhavi, Rao Ramesh, Nagineedu, M.S. Narayana, Vennela Kishore, Melkote, Meghna Naidu, Srinivas Avasarala"
Telugammayi,October,2011,Raja Vannem Reddy,,Vandemataram Srinivas,"Saloni Aswani, Vikram, Shafi, Yashwant, Jeeva, Jhansi, Sai Kumar, Kondavalasa Lakshmana, Venu Madhav, M.S. Narayana"
Sri Rama Rajyam,November,2011,Bapu,Sri Saibaba Movies,Ilaiyaraaja,"Akkineni Nageswara Rao, Nandamuri Balakrishna, Nayanthara, Meka Srikanth, Vindu Dara Singh, Sai Kumar, K.R. Vijaya, Sana, Murali Mohan, Brahmanandam"
Mogudu,November,2011,Krishna Vamsi,"Goldmines Telefilms, Sri Lakshmi Narasimha Productions",Babu Shankar,"Gopichand, Taapsee Pannu, Rajendra Prasad, Shraddha Das, V.K. Naresh, Roja, Harshavardhan, Krishnudu, Venu Madhav, Aahuthi Prasad"
Oh My Friend,November,2011,Venu Sriram,Sri Venkateswara Creations,Anil R.,"Siddharth, Shruti Haasan, Hansika Motwani, Navdeep, Tanikella Bharani, Mohammad Ali, Raghu Babu, Lakshmy Ramakrishnan"
Nuvvila,November,2011,Ravi Babu,Usha Kiron Movies,Sekhar Chandra,"Hawwish, Sarayu Mohan, Yami Gowtham, Prasad Barve, Vijay Deverakonda, Radha Kumari, Ravi Babu, M.M. Keeravani, Koti, Kalyana Ramana"
It's My Love Story,November,2011,Madhura Sreedhar,"Multi Dimension Entertainments, Shiridi Sai Combines",Sunil Kashyap,"Arvind Krishna, Nikitha Narayan, Jayasudha, Sarath Babu, Pragathi, Kasi Viswanath, Vennela Kishore, Ravi Kumar Panasa, Kalpika Ganesh, Harish Koyalagundla"
Solo,November,2011,Parasuram,SVK Cinema,Mani Sharma,"Nara Rohith, Nisha Agarwal, Prakash Raj, Jayasudha, Sayaji Shinde, Srinivasa Reddy, Rao Ramesh, Mohammad Ali, M.S. Narayana, Ravi Prakash"
Veedu Theda,November,2011,Chinni Krishna,Lakshmi Narasimha Entertainments,Chakri,"Nikhil Siddharth, Suman, Sayaji Shinde, Brahmanandam, Mohammad Ali, M.S. Narayana, Venu Madhav, Raghu Babu, Krishna Bhagavan, Bharat Kumar"
Aakaasam,November,2011,Kenaz,,,
Panjaa,December,2011,Vishnuvardhan,"Arka Mediaworks, Sanghamitra Arts",Yuvan Shankar Raja,"Pawan Kalyan, Sarah Jane Dias, Anjali Lavania, Jackie Shroff, Atul Kulkarni, Brahmanandam, Mohammad Ali, Subbaraju, Adivi Sesh, Jhansi"
Rajanna,December,2011,Vijayendra Prasad,Annapurna Studios,M.M. Keeravani,"Nagarjuna Akkineni, Sneha, Shweta Menon, Nassar, Mukesh Rishi, Ajay, Pradeep Singh Rawat, Supreet, Ravi Kale, Annie"
Kshetram,December,2011,,,,
Bejawada,December,2011,Vivek Krishna,"Goldmines Telefilms, Shreya Productions",Kumar Bapi,"Naga Chaitanya Akkineni, Amala Paul, Prabhu, Kota Srinivasa Rao, Ajay, Abhimanyu Singh, Subhalekha Sudhakar, Mukul Dev, Aahuthi Prasad, Ashok Kumar K."
Rajendra,December,2011,Harnath Policherla,P H creations,Koti,"Brahmanandam, Gowri Pandit, Harnath Policherla, Kota Srinivasa Rao"
Business Man,January,2012,Puri Jagannadh,"RR Moviemakers, Rhodium Entertainments, ZEE Entertainment Enterprises",S. Thaman,"Mahesh Babu, Kajal Aggarwal, Prakash Raj, Ayesha Shiva, Sayaji Shinde, Dharmavarapu Subramanyam, Brahmaji, Raza Murad, Jahangir Khan, Bharath Reddy"
Bodyguard,January,2012,Gopichand Malineni,Sri Saiganesh Productions,S. Thaman,"Venkatesh Daggubati, Trisha Krishnan, Saloni Aswani, Kota Srinivasa Rao, Prakash Raj, Subbaraju, Mohammad Ali, Dharmavarapu Subramanyam, Pragathi, Tanikella Bharani"
Nirmala Aunty,January,2012,K.R. Raj Kumar,Shipali Films,,"Tilak, Swathi Varma, Priya Shukla, Babilona, Shobana Rani, Prashant Kumar"
Ayyare,January,2012,Saagar K Chandra,,Kasyap Sunil,"Singh Aneesha, Sai Kumar, Vamshi Paidithalli, Rajendra Prasad, Sivaji"
Nandeeswarudu,January,2012,Anji Srinu,,Parthasaradhi,"Taraka Ratna Nandamuri, Jagapathi Babu, Sheena Shahabadi, Ajay, Banerjee, Chalapathi Rao, Rajeev Kanakala, Mukhtar Khan, Balaiah M., Rachana Maurya"
Bachelors 2,January,2012,Jakir,,,
Ishq,February,2012,Vikram K. Kumar,"Goldmines Telefilms, Sreshth Movies",Anup Rubens,"Nithiin, Nithya Menen, Nagineedu, Ajay, Sindhu Tolani, Satya Krishnan, Mohammad Ali, Sudha, Ravi Prakash, Chandramouli Kalyana Chakravarthy"
Poola Rangadu,February,2012,Veerabhadram,"Goldmines Telefilms, Max India Productions, RR Moviemakers",Anup Rubens,"Sunil, Isha Chawla, Dev Gill, Pradeep Singh Rawat, Mohammad Ali, Satyam Rajesh, Raghu Babu, Pragathi, Kota Srinivasa Rao, Sudha"
Nippu,February,2012,Gunasekhar,"Bommarillu, Goldmines Telefilms",S. Thaman,"Ravi Teja, Deeksha Seth, Rajendra Prasad, Srikanth, Pradeep Singh Rawat, Jayaprakash Reddy, Dharmavarapu Subramanyam, Brahmaji, Supreet, Pragathi"
Ramadandu,February,2012,Satish Vegesna,Nava Chithralaya Creations,Sri Vasanth,"Krishnudu, M.S. Narayana, Krishna Bhagavan, Lakshman Rao Kondavalasa, Prithvi Vazir, Bharat Kumar, Ajay Ghosh, Jhansi"
SMS - Siva Manasulo Sruthi,February,2012,Tatineni Satya,"Vega Entertainment, Super Good Films",,
My Heart Is Beating Adola,February,2012,Kiran Meegada,,,
Veerangam,February,2012,Vemu Ganti,,,
Maa Voori Maharshi,February,2012,Shanmukha Srinivas,Sucheta DreamWorks Productions,,"Vishwas Hannurkar, Sonu Chandrapal, Prithviraj, Vijayachander, Ramaprabha, Rallapalli, Subbaraju"
Gouri Kalyana Vaibhogame,February,2012,,,,
Bullabbai,February,2012,Raju,,,
Love Chesthe,February,2012,Dhruvanag,,,
Nuvva Nena,March,2012,Narayana,SVK Cinema,Bheems Ceciroleo,"Sharwanand, Allari Naresh, Shriya Saran, Brahmanandam, Raja, Kovai Sarala, Mohammad Ali, Jeeva, Prithvi Vazir, Srinivasa Reddy"
Ee Rojullo,March,2012,Maruthi Dasari,"Good Cinema Group, Maruthi Media House",J.B.,"Srinivas, Reshma, Saikumar Sampana, M.S. Narayana, Ambati Srinivas, Anandhi, Madhumani, Kumar Sai Pampana, Ragini"
Naa Ishtam,March,2012,Prakash Tholeti,,Chakri,"Rana Daggubati, Genelia Deshmukh, Brahmanandam, Harshavardhan, Nassar, Pragathi, Raghu Babu, Mohammad Ali, Bharat Kumar, Uttej"
Mr. Nookayya,March,2012,"Aneel Kanneganti, Ani Kanneganti",Shri Shailendra Cinemas,Yuvan Shankar Raja,"Manoj Kumar Manchu, Kriti Kharbanda, Sana Khan, Raja, Murli Sharma, Raghu Babu, Brahmanandam, Vennela Kishore, Aahuthi Prasad, Paruchuri Venkateswara Rao"
Lovely,March,2012,Jaya B.,"RJ Cinemas, RR Moviemakers, Rhodium Entertainments",Anup Rubens,"Aadi, Shanvi Srivastava, Rajendra Prasad, Chinmayi Ghatrazu, Vennela Kishore, Harshavardhan, Satya Krishnan, Rahul Dev, Gopalakrishna Paruchuri, Aahuthi Prasad"
Kulu Manali,March,2012,Satish Vegesna,Jhanavi Productions,,"Krishnudu, Vimala Raman, Shashank, Archana Shastry, Samiksha Oswal, Ritu Kaur, Khayyum, Harsha Vardhan Reddy, Kovida Designs, Nani"
Balaraju Aadi Bamardi,March,2012,Ramakrishna,,,
Rachcha,April,2012,Sampath Nandi,"Mega Super Good Films, Goldmines Telefilms",Mani Sharma,"Ram Charan, Tamannaah Bhatia, Ajmal Ameer, Kota Srinivasa Rao, Nassar, Dev Gill, Mukesh Rishi, Parthiban Radhakrishnan, Brahmanandam, Mohammad Ali"
Dhammu,April,2012,Boyapati Srinu,"Creative Commercials, Goldmines Telefilms",M.M. Keeravani,"N.T. Rama Rao Jr., Trisha Krishnan, Karthika Nair, Nassar, Brahmanandam, Bhanupriya, Venu Thottempudi, Abhinaya, Hari Teja, Suman"
Neeku Naaku Dash Dash,April,2012,Teja,Bhavya Creations,Yashwanth Nag,"Tanikella Bharani, Prince Cecil, Dheer, Kranthi Kumar, Tirrtha Murbaadkar, Nandita Raj, Paruchuri Venkateswara Rao, Suman Shetty, Dharmavarapu Subramanyam, Nalla Venu"
Devasthanam,April,2012,Janardhana Maharshi,,,
Friends Book,April,2012,Ravindra Prasad Patnaik,,Ravindra Prasad Patnaik,"Nischol Deva, Rao Ramesh, Archana Sharma, Suresh, Surya Teja"
Maa Oorilo Okasari Emi Jarigindante,April,2012,Chandu,,,
Dev,April,2012,Indrajit Lankesh,Jade Plant Ventures,Jassie Gift,"Sudha Belawadi, Swayamwara Chandru, Diganth, Charmme Kaur, Nathalia Kaur, Indrajit Lankesh, Mithra, Anant Nag, Tabla Nani, Sharan"
Daruvu,May,2012,Siva,"Sri Venkateswara Entertainments, Goldmines Telefilms",Vijay Antony,"Ravi Teja, Taapsee Pannu, Sayaji Shinde, Brahmanandam, Raghu Babu, M.S. Narayana, Sana, Dharmavarapu Subramanyam, Prabhu, Sushant Singh"
Gabbar Singh,May,2012,Harish Shankar,Parameswara Arts,Devi Sri Prasad,"Pawan Kalyan, Shruti Haasan, Abhimanyu Singh, Kota Srinivasa Rao, Suhasini, Brahmanandam, Tanikella Bharani, Mohammad Ali, Ajay, Nagineedu"
Adhinayakudu,June,2012,Paruchuri Murali,"Sree Kirtee Combine, Goldmines Telefilms, Reliance Entertainment",Kalyan Mallik,"Nandamuri Balakrishna, Raai Laxmi, Sukanya, Brahmanandam, Pradeep Singh Rawat, Jayasudha, Charan Raj, Saloni Aswani, Karuna Bhushan, John Kokken"
Sasesham,May,2012,Sri Kishore,,,"Bhavani, Bobby, Dinesh, Ganesh, Gangadhar, Amrutha Gowri, Haasini, Jagadishwari, Satish Korutur, Maharshi Kumar"
Yadartha Prema Katha,May,2012,Charanraj,,,
Endukante... Premanta,June,2012,A. Karunakaran,"Sri Sravanthi Movies, Goldmines Telefilms",G.V. Prakash Kumar,"Ram Pothineni, Tamannaah Bhatia, Richard Rishi, Suman, Sayaji Shinde, Anu Hasan, Brahmanandam, Nagineedu, Raghu Babu, Suman Shetty"
All the Best,June,2012,J.D. Chakravarthi,"Chekravarthy Productions, Sudha Cinema",Hemachandra Vedala,"Meka Srikanth, J.D. Chakravarthi, Lucky Sharma, Pradeep Singh Rawat, Kota Srinivasa Rao, Brahmanandam, Raghu Babu, Rao Ramesh, Duvvasi Mohan, Pragathi"
Gandharvulu,June,2012,Gopal G. Perumal,,,
Onamalu,June,2012,Kranthi Madhav,,Koti,"Giri Babu, Raghu Babu, Chalapathi Rao, Kaveri, Rajendra Prasad"
Eega,July,2012,S.S. Rajamouli,"PVP Cinema, Vaarahi Chalana Chitram, Vel Records",M.M. Keeravani,"Sudeep, Nani, Samantha Ruth Prabhu, Hamsa Nandini, Crazy Mohan, Santhanam, Adithya Menon, Chandra Sekhar, Srinivasa Reddy, Sivannarayana"
Uu Kodathara Ulikki Padathara,July,2012,Sekhar Raja,"Manchu Entertainment, Goldmines Telefilms",Bobo Shashi,"Manoj Kumar Manchu, Deeksha Seth, Nandamuri Balakrishna, Panchi Bora, Suhasini, Sonu Sood, Lakshmi Manchu, Chalapathi Rao, Bhanuchander, Prabhu"
Tuneega Tuneega,July,2012,M.S. Raju,"Padmini Arts, Sri Venkateswara Creations",Karthik Raja,"Sumanth Ashwin, Rhea Chakraborty, Nagendra Babu, Prabhu, Vasundhara Kashyap, Manisha Yadav, Vinod Kumar, Sayaji Shinde, Chandramohan, Delhi Rajeshwari"
Idhi Mamulu Prema Katha Kaadu,July,2012,Vasireddy Vidyasagar,Social Movie Magik,Quddoos,"Vasireddy Mahadev, Sri Kavya, Vasireddy Mahavir, Hamsa Nandini, Hamsa Nandini, Goutham, Sruthi, Mythreyi, Jayaprakash Reddy, Vinod"
Kho Kho,July,2012,Rathod Raams,Pardhu Creations,,"Amrutha, Bhanu Chander, Indra, Marutisakaram, Vijay Ranga Raju, Rajeshkumar Vase"
Taarangam,July,2012,,Madhura Audio,,
Andala Rakshasi,August,2012,Hanu Raghavapudi,Vaarahi Chalana Chitram,Radhan,"Naveen Chandra, Pragathi, C.V.L. Narasimha Rao, Rahul Ravindran, Lavanya Tripathi"
Julayi,August,2012,Trivikram Srinivas,"Universal Media, Haarika & Hassine Creations, Goldmines Telefilms",Devi Sri Prasad,"Allu Arjun, Ileana D'Cruz, Rajendra Prasad, Sonu Sood, Kota Srinivasa Rao, Brahmanandam, Tanikella Bharani, M.S. Narayana, Dharmavarapu Subramanyam, Brahmaji"
Devudu Chesina Manushulu,August,2012,Puri Jagannadh,"Sri Venkateswara Cine Chitra, Reliance Entertainment",Raghu Kunche,"Ravi Teja, Ileana D'Cruz, Mohammad Ali, Brahmanandam, Manasa Himavarsha, M.S. Narayana, Prakash Raj, Sheeva Rana, Kovai Sarala, Manel Soler"
Sudigaadu,August,2012,Srinivasa Rao Bhimaneni,Arundhaty Movies,Sri Vasanth,"Allari Naresh, Monal Gajjar, Jayaprakash Reddy, Hema, Kovai Sarala, Brahmanandam, Chandramohan, Lakshman Rao Kondavalasa, Suman Shetty, Raghu Babu"
Srimannarayana,August,2012,Ravi C. Kumar,"Yellow Flowers, Goldmines Telefilms",Chakri,"Nandamuri Balakrishna, Parvati Melton, Isha Chawla, Kota Srinivasa Rao, Suresh, Vinod Kumar, Vijayakumar, Jayaprakash Reddy, Krishna Bhagavan, Aahuthi Prasad"
Simhasanam 2021,April,2021,Shaji Kailas,"Malavika Productions, Tellmeboss Pictures",Ronnie Raphael,"Prithviraj Sukumaran, Saikumar, Siddique, Devan, Jayakrishnan, Biju Pappan, Thilakan, Vandana Menon, Aishwarya Devan, Sreekumar"
Mr. 7,August,2012,,,,"Avs, Benerjee, Chalapathi Rao, Rachana Maurya, M.S. Narayana, Srinivasa Reddy, Neelam Upadhyaya"
Ardham Chesukoru,August,2012,Ravi Mulakalavalli,,,"Bhushan, Syed Abid Bhushan, Rajeev Kanakala, Murali Mohan, Tejaswani"
Life Is Beautiful,September,2012,Sekhar Kammula,Amigos Creations,Mickey J. Meyer,"Abijeet Duddala, Kaushik, Sudhakar Komakula, Rashmi Shastry, Zara Shah, Shagun Kaur, Naveen Polishetty, Amala Akkineni, Shriya Saran, Anjala Zaveri"
Avunu,September,2012,Ravi Babu,"Flying Frogs Production, PVP Cinema, Suresh Productions",Sekhar Chandra,"Harshvardhan Rane, Shamna Kasim, Ravi Babu, Gayatri Bhargavi, Chalapathi Rao, Jeeva, Delhi Rajeshwari, Sudha"
Rebel,September,2012,Raghava Lawrence,Sri Balaji Cine Media,Chinna,"Prabhas, Tamannaah Bhatia, Deeksha Seth, Kelly Dorji, Krishnamraju, Brahmanandam, Mukesh Rishi, Chalapathi Rao, Pradeep Singh Rawat, Kovai Sarala"
Shirdi Sai,September,2012,K. Raghavendra Rao,Sai Krupa Entertainment,M.M. Keeravani,"Nagarjuna Akkineni, Srikanth, Kamalinee Mukherjee, Tanikella Bharani, Sarath Babu, Sai Kumar, Brahmanandam, Srihari, Sayaji Shinde, Mohammad Ali"
Housefull,September,2012,Ajay Bhuyan,,Anup Rubens,"Vipin Naik, Gowri Pandit, Aryan Sharma, Vega Tamotia"
Vennela One and Half,September,2012,Vennela Kishore,,,"Raghu Babu, Monal Gajjar, Vennela Kishore, Harish Koyalagundla, Chaitanya Krishna"
People's War,September,2012,R. Narayana Murthy,,,"Kondavalasa Lakshmana, Krishna Murali Posani, Delhi Rajeshwari, Telangana Sakuntala, Srihari, L B Sriram"
Vennela 11/2,September,2012,Vennela Kishore,,,
Cameraman Gangatho Rambabu,October,2012,Puri Jagannadh,"Universal Media, Goldmines Telefilms",Mani Sharma,"Pawan Kalyan, Tamannaah Bhatia, Prakash Raj, Mohammad Ali, Brahmanandam, Gabriela Bertante, Kriti Kharbanda, Kota Srinivasa Rao, Tanikella Bharani, M.S. Narayana"
Dhenikaina Ready,October,2012,G. Nageswara Reddy,"24 Frames Factory, Goldmines Telefilms",Chakri,"Vishnu Manchu, Hansika Motwani, Prabhu, Brahmanandam, Aishwarya, Suman, Kota Srinivasa Rao, Dharmavarapu Subramanyam, Vennela Kishore, M.S. Narayana"
Yamudiki Mogudu,October,2012,E. Satthi Babu,Friendly Movies,Koti,"Allari Naresh, Richa Panai, Sayaji Shinde, V.K. Naresh, Ramya Krishnan, Krishna Bhagavan, Raghu Babu, Tanikella Bharani, Chalapathi Rao, Chandramohan"
Aaru,October,2012,Srikanth Lingod,,,"Jagapathi Babu, Satyam Rajesh, Surya Kumar Bhagawan Das, Prudhviraj"
Railway Station,October,2012,Krishna Maaya,,,
Sorry Teacher,October,2012,Sri Satya,,Praveen Immadi,"Aryaman, Melkote, Kota Shankar Rao, Kavya Singh"
Dream,October,2012,Bhavani Shankar Kaipa,Kaipas Production House,,
Damarukam,November,2012,"Srinivasa Reddy, Sreenivass Redde","RR Moviemakers, Rhodium Entertainments",Devi Sri Prasad,"Nagarjuna Akkineni, Anushka Shetty, Ganesh Venkatraman, Prakash Raj, Devan, P. Ravi Shankar, M.S. Narayana, Brahmanandam, Duvvasi Mohan, Jeeva"
Krishnam Vande Jagadgurum,November,2012,Radha Krishna Jagarlamudi,First Frame Entertainment,Mani Sharma,"Rana Daggubati, Nayanthara, Kota Srinivasa Rao, Milind Gunaji, Murli Sharma, Brahmanandam, Krishna Murali Posani, Annapoorna, Raghu Babu, Satyam Rajesh"
Routine Love Story,November,2012,Praveen Sattaru,Working Dream,Mickey J. Meyer,"Regina Cassandra, Chandramohan, Hema, Sundeep Kishan, Bharath Kishore, Vennela Kishore, M.S. Narayana, Thagubothu Ramesh, Sanjay Reddy, Swapnika Reddy Vardhanapu"
Lucky,November,2012,Hari,,Sai Karthik,"Srikanth, Meghana Raj, Mohammad Ali, Raghu Babu, Brahmanandam, Jayasudha, Kumar Sai Pampana, Thagubothu Ramesh, Roja, Sana"
Mythri,November,2012,Surya Raju,Hanu cine creations,Vikas,"Navdeep, Sada, Brahmanandam, Kallu Chidambaram, Satyam Rajesh, Chitram Seenu, Suman Shetty, Uttej"
Yuganiki Okka Premikudu,November,2012,Jai Akash,,Karthik Raja,"Sharath Babu, Chitram Basha, Dhanraj, Raghu Kumar Karumanchi, Ponnambalam, Shweta Basu Prasad, Satyam Rajesh, Thagubothu Ramesh, Kota Srinivasa Rao, Suman"
Bus Stop,November,2012,,,,
Good Morning,November,2012,,Chut Marani,,
Yeto Vellipoyindhi Manasu,December,2012,Gautham Vasudev Menon,"Photon Kathaas, Teja Cinema",Ilaiyaraaja,"Nani, Samantha Ruth Prabhu, Krishnudu, Karthik Nagarajan, Anupama Kumar, Vivek Pathak, Ravi Prakash, Ravi Raghavendra, Vidyullekha Raman, Shriya Sharma"
Mithunam,January,2013,Tanikella Bharani,AMR Productions,,
Sarocharu,December,2012,Parasuram,"Three Angels Studio, Vyjayanthi Movies",Devi Sri Prasad,"Ravi Teja, Kajal Aggarwal, Richa Langella, Jayasudha, Chandramohan, Ravi Prakash, M.S. Narayana, Srinivasa Reddy, Devan, Nara Rohith"
Ko antey koti,December,2012,"Anish Kuruvilla, Sandheep Mone",,Shakthikanth Karthick,"Sharwanand, Priya Anand, Srihari, Kausha Rach, Surya Manoj Vangala"
Minugurulu,January,2014,Ayodhyakumar Krishnamsetty,,Rajsekhar Sharma,"Deepak Saroj, Sreenivasa Sayee, Suhasini, Ashish Vidyarthi, Raghubir Yadav"
Devaraya,December,2012,Nani Krishna,"Meka Media, Sunray International Cinema",Chakri,"Srikanth, Meenakshi Dixit, Vidisha Srivastav, M.S. Narayana, Ranganath, Balaiah M., Jayaprakash Reddy, Sivaji Raja, Radha Kumari, Lakshman Rao Kondavalasa"
Genius,December,2012,Omkar,"Oak Entertainments, Ramadhootha Creations",Joshua Sridhar,"Hawwish, Sanusha, Ashwin Babu, Vinoth Kishan, Abhinaya, Annapoorna, Aadarsh Balakrishna, Krishna Bhagavan, Brahmanandam, Chandramohan"
My Romance with Life,,,Raj Madiraju,,Snigdha Don Chandran,"Raj Madiraju, Arvind Krishna, Supriya Shailja, Arvind Krishna"
Cool Boys Hot Girls,December,2012,Indraganti,,,
Yamaho Yama,December,2012,Jeetendra,Gvk arts,,"Srihari, M.S. Narayana, Sairam Shankar, Parvati Melton, Siva Reddy, Srinivasa Kapavarapu, Sanjjanaa Galrani"
Naayak,January,2013,V.V. Vinayak,"Universal Media, Goldmines Telefilms",S. Thaman,"Ram Charan, Kajal Aggarwal, Amala Paul, Brahmanandam, Pradeep Singh Rawat, Ashish Vidyarthi, Rahul Dev, Jayaprakash Reddy, Krishna Murali Posani, Dev Gill"
Seethamma Vaakitlo Sirimalle Chettu,January,2013,Srikanth Addala,"Sri Venkateswara Creations, Goldmines Telefilms",Mickey J. Meyer,"Venkatesh Daggubati, Mahesh Babu, Anjali, Samantha Ruth Prabhu, Prakash Raj, Jayasudha, Abhinaya, Rao Ramesh, Kota Srinivasa Rao, Rohini Hattangadi"
Ongole Githa,January,2013,Bommarillu Baskar,Sri Venkateswara Cine Chitra,G.V. Prakash Kumar,"Ram Pothineni, Kriti Kharbanda, Prakash Raj, Ajay, Abhimanyu Singh, Brahmanandam, Aahuthi Prasad, Raghu Babu, Ramaprabha, Mohammad Ali"
Case No. 666/2013,January,2013,"Venkat Siddareddy, Purnesh Konathala","Sri Mahalakshmi Movies, Spirit Digital Media",Shock Therapy,"Aditya Agarwal, Ashwini Bejanki, Guru Charan, Anurag Chowdary, Nanda Kishore, Nikhita Nukum, Aripirala Satyaprasad, Charan Teja"
Oohachitram,January,2013,Satya,Likhith Arts,,
Sevakudu,January,2013,Samudra V.,"Sri Venkataramana Art Productions, Goldmines Telefilms",,"Krishna, Meka Srikanth, Charmme Kaur, Manjula Ghattamaneni, Brahmanandam, Nassar, Pradeep Singh Rawat, Vijayachander, Dasanna, Hema"
Jagan nirdoshi,January,2013,Venkanna Babu,Audio Authority Management,,"Brahmaji, Brahmanandam, Sanjjanaa Galrani, Shiva Karthik, M.S. Narayana, Satyam Rajesh, Shruti Reddy, Srinivasa Reddy, Srihari"
Mirchi,February,2013,Koratala Siva,UV Creations,Devi Sri Prasad,"Prabhas, Anushka Shetty, Richa Langella, Sathyaraj, Nadia Moidu, Brahmanandam, Sampath Raj, Subbaraju, Adithya Menon, Satyam Rajesh"
